,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,c_fname,c_lname,gender,probability,count,scholar_id,citedby
0,J,"Loppin, B; Bonnefoy, E; Anselme, C; Laurencon, A; Karr, TL; Couble, P",,,,"Loppin, B; Bonnefoy, E; Anselme, C; Laurencon, A; Karr, TL; Couble, P",,,The histone H3.3 chaperone HIRA is essential for chromatin assembly in the male pronucleus,NATURE,,,English,Article,,,,,,,DROSOPHILA-MELANOGASTER; DNA-SYNTHESIS; MOUSE ZYGOTE; VARIANT H3.3; GENE; FERTILIZATION; METHYLATION; EXPRESSION; SESAME; INHERITANCE,"In sexually reproducing animals, a crucial step in zygote formation is the decondensation of the fertilizing spermnucleus into a DNA replication-competent male pronucleus. Genome-wide nucleosome assembly on paternal DNA implies the replacement of sperm chromosomal proteins, such as protamines, by maternally provided histones(1,2). This fundamental process is specifically impaired in sesame (ssm), a unique Drosophila maternal effect mutant that prevents male pronucleus formation(3). Here we show that ssm is a point mutation in the Hira gene, thus demonstrating that the histone chaperone protein HIRA is required for nucleosome assembly during sperm nucleus decondensation. In vertebrates, HIRA has recently been shown to be critical for a nucleosome assembly pathway independent of DNA synthesis that specifically involves the H3.3 histone variant(4,5). We also show that nucleosomes containing H3.3, and not H3, are specifically assembled in paternal Drosophila chromatin before the first round of DNA replication. The exclusive marking of paternal chromosomes with H3.3 represents a primary epigenetic distinction between parental genomes in the zygote, and underlines an important consequence of the critical and highly specialized function of HIRA at fertilization.","Univ Lyon 1, CNRS, UMR 5534, Ctr Genet Mol & Cellulaire, F-69622 Villeurbanne, France; Inst Natl Sci Appl, INRA, UMR, F-69621 Villeurbanne, France; Univ Bath, Dept Biol & Biochem, Bath BA2 7AY, Avon, England","Loppin, B (reprint author), Univ Lyon 1, CNRS, UMR 5534, Ctr Genet Mol & Cellulaire, F-69622 Villeurbanne, France.",loppin@cgmc.univ-lyon1.fr,"Karr, Timothy/G-1693-2011",,,,,29,198,212,0,5,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,27-Oct,2005,437,7063,,,,,1386,1390,,10.1038/nature04059,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,977UQ,WOS:000232829100060,16251970.0,No,,,11/20/17,p,couble,male,0.67,6,na,na
1,J,"Loppin, B; Bonnefoy, E; Anselme, C; Laurencon, A; Karr, TL; Couble, P",,,,"Loppin, B; Bonnefoy, E; Anselme, C; Laurencon, A; Karr, TL; Couble, P",,,The histone H3.3 chaperone HIRA is essential for chromatin assembly in the male pronucleus,NATURE,,,English,Article,,,,,,,DROSOPHILA-MELANOGASTER; DNA-SYNTHESIS; MOUSE ZYGOTE; VARIANT H3.3; GENE; FERTILIZATION; METHYLATION; EXPRESSION; SESAME; INHERITANCE,"In sexually reproducing animals, a crucial step in zygote formation is the decondensation of the fertilizing spermnucleus into a DNA replication-competent male pronucleus. Genome-wide nucleosome assembly on paternal DNA implies the replacement of sperm chromosomal proteins, such as protamines, by maternally provided histones(1,2). This fundamental process is specifically impaired in sesame (ssm), a unique Drosophila maternal effect mutant that prevents male pronucleus formation(3). Here we show that ssm is a point mutation in the Hira gene, thus demonstrating that the histone chaperone protein HIRA is required for nucleosome assembly during sperm nucleus decondensation. In vertebrates, HIRA has recently been shown to be critical for a nucleosome assembly pathway independent of DNA synthesis that specifically involves the H3.3 histone variant(4,5). We also show that nucleosomes containing H3.3, and not H3, are specifically assembled in paternal Drosophila chromatin before the first round of DNA replication. The exclusive marking of paternal chromosomes with H3.3 represents a primary epigenetic distinction between parental genomes in the zygote, and underlines an important consequence of the critical and highly specialized function of HIRA at fertilization.","Univ Lyon 1, CNRS, UMR 5534, Ctr Genet Mol & Cellulaire, F-69622 Villeurbanne, France; Inst Natl Sci Appl, INRA, UMR, F-69621 Villeurbanne, France; Univ Bath, Dept Biol & Biochem, Bath BA2 7AY, Avon, England","Loppin, B (reprint author), Univ Lyon 1, CNRS, UMR 5534, Ctr Genet Mol & Cellulaire, F-69622 Villeurbanne, France.",loppin@cgmc.univ-lyon1.fr,"Karr, Timothy/G-1693-2011",,,,,29,198,212,0,5,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,27-Oct,2005,437,7063,,,,,1386,1390,,10.1038/nature04059,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,977UQ,WOS:000232829100060,16251970.0,No,,,11/20/17,p,couble,male,0.67,6,na,na
2,J,"Koo, SH; Flechner, L; Qi, L; Zhang, XM; Screaton, RA; Jeffries, S; Hedrick, S; Xu, W; Boussouar, F; Brindle, P; Takemori, H; Montminy, M",,,,"Koo, SH; Flechner, L; Qi, L; Zhang, XM; Screaton, RA; Jeffries, S; Hedrick, S; Xu, W; Boussouar, F; Brindle, P; Takemori, H; Montminy, M",,,The CREB coactivator TORC2 is a key regulator of fasting glucose metabolism,NATURE,,,English,Article,,,,,,,ACTIVATED PROTEIN-KINASE; HEPATIC GLUCONEOGENESIS; LIPID-METABOLISM; BINDING PROTEIN; GENE-EXPRESSION; INSULIN; CAMP; TRANSCRIPTION; PGC-1; LIVER,"Glucose homeostasis is regulated systemically by hormones such as insulin and glucagon, and at the cellular level by energy status. Glucagon enhances glucose output from the liver during fasting by stimulating the transcription of gluconeogenic genes via the cyclic AMP-inducible factor CREB (CRE binding protein). When cellular ATP levels are low, however, the energy-sensing kinase AMPK inhibits hepatic gluconeogenesis through an unknown mechanism. Here we show that hormonal and energy-sensing pathways converge on the coactivator TORC2 (transducer of regulated CREB activity 2) to modulate glucose output. Sequestered in the cytoplasm under feeding conditions, TORC2 is dephosphorylated and transported to the nucleus where it enhances CREB-dependent transcription in response to fasting stimuli. Conversely, signals that activate AMPK attenuate the gluconeogenic programme by promoting TORC2 phosphorylation and blocking its nuclear accumulation. Individuals with type 2 diabetes often exhibit fasting hyperglycaemia due to elevated gluconeogenesis; compounds that enhance TORC2 phosphorylation may offer therapeutic benefits in this setting.","Salk Inst Biol Studies, Peptide Biol Labs, La Jolla, CA 92037 USA; St Jude Childrens Res Hosp, Dept Biochem, Memphis, TN 38105 USA; Osaka Univ, Grad Sch Med H1, Dept Biochem & Mol Biol, Suita, Osaka 5650871, Japan","Montminy, M (reprint author), Salk Inst Biol Studies, Peptide Biol Labs, 10010 N Torrey Pines Rd, La Jolla, CA 92037 USA.",montminy@salk.edu,"Boussouar, Faycal/N-2511-2013; Koo, Seung-Hoi/E-2763-2015","Koo, Seung-Hoi/0000-0001-8769-2879; Screaton, Robert/0000-0002-4917-9473; Qi, Ling/0000-0001-8229-0184; Brindle, Paul/0000-0001-7172-8478",,,,32,534,565,1,47,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,1476-4687,,NATURE,Nature,20-Oct,2005,437,7062,,,,,1109,1114,,10.1038/nature03967,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,975KD,WOS:000232660500034,16148943.0,No,,,11/20/17,m,montminy,male,0.74,158,na,na
3,J,"Martin, A; Baker, TA; Sauer, RT",,,,"Martin, A; Baker, TA; Sauer, RT",,,Rebuilt AAA plus motors reveal operating principles for ATP-fuelled machines,NATURE,,,English,Article,,,,,,,CLPXP DEGRADATION MACHINE; ESCHERICHIA-COLI; DEPENDENT PROTEASES; CRYSTAL-STRUCTURE; SEQUENTIAL HYDROLYSIS; PROTEIN; HELICASE; RECOGNITION; MECHANISM; CHAPERONE,"Hexamericring- shaped ATPases of the AAA+ (for ATPases associated with various cellular activities) superfamily power cellular processes in which macromolecular structures and complexes are dismantled or denatured, but the mechanisms used by these machine-like enzymes are poorly understood. By covalently linking active and inactive subunits of the ATPase ClpX to form hexamers, here we show that diverse geometric arrangements can support the enzymatic unfolding of protein substrates and translocation of the denatured polypeptide into the ClpP peptidase for degradation. These studies indicate that the ClpX power stroke is generated by ATP hydrolysis in a single subunit, rule out concerted and strict sequential ATP hydrolysis models, and provide evidence for a probabilistic sequence of nucleotide hydrolysis. This mechanism would allow any ClpX subunit in contact with a translocating polypeptide to hydrolyse ATP to drive substrate spooling into ClpP, and would prevent stalling if one subunit failed to bind or hydrolyse ATP. Energy-dependent machines with highly diverse quaternary architectures and molecular functions could operate by similar asymmetric mechanisms.","MIT, Dept Biol, Cambridge, MA 02139 USA; MIT, Howard Hughes Med Inst, Cambridge, MA 02139 USA","Sauer, RT (reprint author), MIT, Dept Biol, 77 Massachusetts Ave, Cambridge, MA 02139 USA.",bobsauer@mit.edu,,,,,,37,229,229,0,13,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,20-Oct,2005,437,7062,,,,,1115,1120,,10.1038/nature04031,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,975KD,WOS:000232660500035,16237435.0,No,,,11/20/17,rt,sauer,male,0.83,6,na,na
4,J,"Toppani, A; Robert, F; Libourel, G; de Donato, P; Barres, O; d'Hendecourt, L; Ghanbaja, J",,,,"Toppani, A; Robert, F; Libourel, G; de Donato, P; Barres, O; d'Hendecourt, L; Ghanbaja, J",,,A 'dry' condensation origin for circumstellar carbonates,NATURE,,,English,Article,,,,,,,MINERAL FORMATION; MOLECULAR CLOUDS; STELLAR WINDS; SOLAR NEBULA; DUST; NGC-6302; SPECTROSCOPY; DISCOVERY; PROTOSTAR; EMISSION,"The signature of carbonate minerals has long been suspected in the mid-infrared spectra of various astrophysical environments such as protostars(1). Abiogenic carbonates are considered as indicators of aqueous mineral alteration(2) in the presence of CO2-rich liquid water. The recent claimed detection of calcite associated with amorphous silicates in two planetary nebulae(3) and protostars(4,5) devoid of planetary bodies questions the relevance of this indicator; but in the absence of an alternative mode of formation under circumstellar conditions, this detection remains controversial(6-8). The main dust component observed in circumstellar envelopes is amorphous silicates(9), which are thought to have formed by non-equilibrium condensation(10). Here we report experiments demonstrating that carbonates can be formed with amorphous silicates during the non-equilibrium condensation of a silicate gas in a H2O-CO2-rich vapour. We propose that the observed astrophysical carbonates have condensed in H2O(g)-CO2(g)-rich, high-temperature and high-density regions such as evolved stellar winds, or those induced by grain sputtering upon shocks in protostellar outflows.","Ctr Rech Petrog & Geochim, CNRS, UPR 2300, F-54501 Vandoeuvre Les Nancy, France; INPL, Ecole Natl Super Geol, F-54501 Vandoeuvre Les Nancy, France; Lab Environm & Mineral, CNRS, UMR 7569, F-54501 Vandoeuvre Les Nancy, France; Museum Natl Hist Nat, Lab Etud Mat Extraterr, CNRS, UMS 2679, F-75005 Paris, France; Univ Paris 11, Inst Astrophys Spatiale, CNRS, UMR 8617, F-91405 Orsay, France; Univ Nancy 1, Fac Sci, Serv Commun Microscopie Elect Transmiss, F-54506 Vandoeuvre Les Nancy, France","Toppani, A (reprint author), Lawrence Livermore Natl Lab, Inst Geophys & Planetary Phys, 7000 East Ave,L-413, Livermore, CA 94550 USA.",toppani2@llnl.gov,"Appourchaux, Thierry/F-4692-2010",,,,,30,25,25,1,5,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,20-Oct,2005,437,7062,,,,,1121,1124,,10.1038/nature04128,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,975KD,WOS:000232660500036,16237436.0,No,,,11/20/17,j,ghanbaja,male,0.83,122,na,na
5,J,"Bierhaus, EB; Chapman, CR; Merline, WJ",,,,"Bierhaus, EB; Chapman, CR; Merline, WJ",,,Secondary craters on Europa and implications for cratered surfaces,NATURE,,,English,Article,,,,,,,EJECTION VELOCITY; ECLIPTIC COMETS; IMPACT CRATERS; SOLAR-SYSTEM; RATES; MARS; ICE; FRAGMENTS; SIZE,"For several decades, most planetary researchers have regarded the impact crater populations on solid-surfaced planets and smaller bodies as predominantly reflecting the direct ('primary') impacts of asteroids and comets(1). Estimates of the relative and absolute ages of geological units on these objects have been based on this assumption(2). Here we present an analysis of the comparatively sparse crater population on Jupiter's icy moon Europa and suggest that this assumption is incorrect for small craters. We find that 'secondaries' (craters formed by material ejected from large primary impact craters) comprise about 95 per cent of the small craters (diameters less than 1 km) on Europa. We therefore conclude that large primary impacts into a solid surface (for example, ice or rock) produce far more secondaries than previously believed, implying that the small crater populations on the Moon, Mars and other large bodies must be dominated by secondaries. Moreover, our results indicate that there have been few small comets (less than 100 m diameter) passing through the jovian system in recent times, consistent with dynamical simulations(3)","Lockheed Martin, Space Explorat Syst, Denver, CO 80201 USA; SW Res Inst, Boulder, CO 80302 USA","Bierhaus, EB (reprint author), Lockheed Martin, Space Explorat Syst, MS S8110,POB 179, Denver, CO 80201 USA.",edward.b.bierhaus@lmco.com,,,,,,30,59,59,1,11,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,20-Oct,2005,437,7062,,,,,1125,1127,,10.1038/nature04069,,3,Multidisciplinary Sciences,Science & Technology - Other Topics,975KD,WOS:000232660500037,16237437.0,No,,,11/20/17,wj,merline,male,1,2,na,na
6,J,"Shinada, T; Okamoto, S; Kobayashi, T; Ohdomari, I",,,,"Shinada, T; Okamoto, S; Kobayashi, T; Ohdomari, I",,,Enhancing semiconductor device performance using ordered dopant arrays,NATURE,,,English,Article,,,,,,,SINGLE-ION IMPLANTATION; IMPURITY ATOMS; FLUCTUATION; MOSFETS; NUMBER,"As the size of semiconductor devices continues to shrink, the normally random distribution of the individual dopant atoms within the semiconductor becomes a critical factor in determining device performance-homogeneity can no longer be assumed(1-5). Here we report the fabrication of semiconductor devices in which both the number and position of the dopant atoms are precisely controlled. To achieve this, we make use of a recently developed single-ion implantation technique(6-9), which enables us to implant dopant ions one-by-one into a fine semiconductor region until the desired number is reached. Electrical measurements of the resulting transistors reveal that device-to-device fluctuations in the threshold voltage (V-th; the turn-on voltage of the device) are less for those structures with ordered dopant arrays than for those with conventional random doping. We also find that the devices with ordered dopant arrays exhibit a shift in V-th, relative to the undoped semiconductor, that is twice that for a random dopant distribution (-0.4 V versus -0.2 V); we attribute this to the uniformity of electrostatic potential in the conducting channel region due to the ordered distribution of dopant atoms. Our results therefore serve to highlight the improvements in device performance that can be achieved through atomic-scale control of the doping process. Furthermore, ordered dopant arrays of this type may enhance the prospects for realizing silicon-based solid-state quantum computers(10).","Waseda Univ, Consolidated Res Inst Adv Sci & Med Care, Shinjuku Ku, Tokyo 1620041, Japan; Waseda Univ, Sch Sci & Engn, Shinjuku Ku, Tokyo 1620041, Japan","Shinada, T (reprint author), Waseda Univ, Consolidated Res Inst Adv Sci & Med Care, Shinjuku Ku, 513 Wasedatsurumaki Cho, Tokyo 1620041, Japan.",shina@waseda.jp,,,,,,11,208,210,2,44,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,20-Oct,2005,437,7062,,,,,1128,1131,,10.1038/nature04086,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,975KD,WOS:000232660500038,16237438.0,No,,,11/20/17,i,ohdomari,na,na,na,na,na
7,J,"Hughes, MD; Xu, YJ; Jenkins, P; McMorn, P; Landon, P; Enache, DI; Carley, AF; Attard, GA; Hutchings, GJ; King, F; Stitt, EH; Johnston, P; Griffin, K; Kiely, CJ",,,,"Hughes, MD; Xu, YJ; Jenkins, P; McMorn, P; Landon, P; Enache, DI; Carley, AF; Attard, GA; Hutchings, GJ; King, F; Stitt, EH; Johnston, P; Griffin, K; Kiely, CJ",,,Tunable gold catalysts for selective hydrocarbon oxidation under mild conditions,NATURE,,,English,Article,,,,,,,HYDROGEN-PEROXIDE; AU CATALYSTS; EPOXIDATION; NANOPARTICLES; CONVERSION; ACID; GLYCEROL; PROPENE; AIR; PD,"Oxidation is an important method for the synthesis of chemical intermediates in the manufacture of high-tonnage commodities, high-value fine chemicals, agrochemicals and pharmaceuticals: but oxidations are often inefficient(1). The introduction of catalytic systems using oxygen from air is preferred for 'green' processing(2). Gold catalysis is now showing potential in selective redox processes(3-6), particularly for alcohol oxidation(7-10) and the direct synthesis of hydrogen peroxide(11,12). However, a major challenge that persists is the synthesis of an epoxide by the direct electrophilic addition of oxygen to an alkene(13). Although ethene is epoxidized efficiently using molecular oxygen with silver catalysts in a large-scale industrial process(14), this is unique because higher alkenes can only be effectively epoxidized using hydrogen peroxide(15-17), hydroperoxides(16) or stoichiometric oxygen donors. Here we show that nanocrystalline gold catalysts can provide tunable active catalysts for the oxidation of alkenes using air, with exceptionally high selectivity to partial oxidation products (similar to 98%) and significant conversions. Our finding significantly extends the discovery by Haruta(18,19) that nanocrystalline gold can epoxidize alkenes when hydrogen is used to activate the molecular oxygen; in our case, no sacrificial reductant is needed. We anticipate that our finding will initiate attempts to understand more fully the mechanism of oxygen activation at gold surfaces, which might lead to commercial exploitation of the high redox activity of gold nanocrystals.","Cardiff Univ, Sch Chem, Cardiff CF10 3AT, Wales; Johnson Matthey Catalysts, Middlesbrough TS23 1LB, England; Johnson Matthey Catalysts, Royston SG8 5HE, Herts, England; Lehigh Univ, Ctr Adv Mat & Nanotechnol, Bethlehem, PA 18015 USA","Hutchings, GJ (reprint author), Cardiff Univ, Sch Chem, Main Bldg,Pk Pl, Cardiff CF10 3AT, Wales.",hutch@cardiff.ac.uk,"Kiely, Christopher/B-1959-2008; Carley, Albert/A-7372-2010; Xu, Yi-Jun/B-2566-2016","Xu, Yi-Jun/0000-0002-2195-1695",,,,24,708,724,31,430,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,20-Oct,2005,437,7062,,,,,1132,1135,,10.1038/nature04190,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,975KD,WOS:000232660500039,16237439.0,No,,,11/20/17,cj,kiely,male,0.72,173,na,na
8,J,"McNamara, AK; Zhong, SJ",,,,"McNamara, AK; Zhong, SJ",,,Thermochemical structures beneath Africa and the Pacific Ocean,NATURE,,,English,Article,,,,,,,MANTLE CONVECTION; BOUNDARY-LAYER; DEEP MANTLE; MODELS; SHEAR; HETEROGENEITY; INVERSION; VELOCITY; SUPERPLUME; VISCOSITY,"Large low-velocity seismic anomalies have been detected in the Earth's lower mantle beneath Africa and the Pacific Ocean that are not easily explained by temperature variations alone(1-11). The African anomaly has been interpreted to be a northwest southeast-trending structure(3-5,7) with a sharp-edged linear, ridgelike morphology(9,10). The Pacific anomaly, on the other hand, appears to be more rounded in shape(1-4,6,7,11). Mantle models with heterogeneous composition have related these structures to dense thermochemical piles or superplumes(12-19). It has not been shown, however, that such models can lead to thermochemical structures that satisfy the geometrical constraints, as inferred from seismological observations. Here we present numerical models of thermochemical convection in a three-dimensional spherical geometry using plate velocities inferred for the past 119 million years(20). We show that Earth's subduction history can lead to thermochemical structures similar in shape to the observed large, lower-mantle velocity anomalies. We find that subduction history tends to focus dense material into a ridge-like pile beneath Africa and a relatively more-rounded pile under the Pacific Ocean, consistent with seismic observations.","Univ Colorado, Dept Phys, Boulder, CO 80309 USA","McNamara, AK (reprint author), Arizona State Univ, Dept Geol Sci, Tempe, AZ 85287 USA.",allen.mcnamara@asu.edu,"Zhong, Shijie/A-5290-2010; McNamara, Allen/P-3144-2014","McNamara, Allen/0000-0003-3866-9503",,,,25,238,239,2,32,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,20-Oct,2005,437,7062,,,,,1136,1139,,10.1038/nature04066,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,975KD,WOS:000232660500040,16237440.0,No,,,11/20/17,sj,zhong,female,0.73,22,na,na
9,J,"Parman, SW; Kurz, MD; Hart, SR; Grove, TL",,,,"Parman, SW; Kurz, MD; Hart, SR; Grove, TL",,,Helium solubility in olivine and implications for high (3)He/(4)He in ocean island basalts,NATURE,,,English,Article,,,,,,,NOBLE-GASES; MANTLE HETEROGENEITY; EARTHS MANTLE; SYSTEMATICS; EVOLUTION; RIDGE; MELTS; NEON; FRACTIONATION; CONSTRAINTS,"High (3)He/(4) He ratios found in ocean island basalts are the main evidence for the existence of an undegassed mantle reservoir(1-3). However, models of helium isotope evolution depend critically on the chemical behaviour of helium during mantle melting. It is generally assumed that helium is strongly enriched in mantle melts relative to uranium and thorium, yet estimates of helium partitioning in mantle minerals have produced conflicting results(4-6). Here we present experimental measurements of helium solubility in olivine at atmospheric pressure. Natural and synthetic olivines were equilibrated with a 50% helium atmosphere and analysed by crushing in vacuo followed by melting, and yield a minimum olivine-melt partition coefficient of 0.0025 +/- 0.0005 (s.d.) and a maximum of 0.0060 +/- 0.0007 (s.d.). The results indicate that helium might be more compatible than uranium and thorium during mantle melting and that high (3)He/(4) He ratios can be preserved in depleted residues of melting. A depleted source for high (3)He/(4) He ocean island basalts would resolve the apparent discrepancy(7) in the relative helium concentrations of ocean island and mid-ocean-ridge basalts.","MIT, Dept Earth Atmospher & Planetary Sci, Cambridge, MA 02139 USA; Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA","Parman, SW (reprint author), Univ Durham, Sci Labs, Dept Earth Sci, Durham DH1 3LE, England.",stephen.parman@durham.ac.uk,"Grove, Timothy/M-9638-2013","Grove, Timothy/0000-0003-0628-1969; Kurz, Mark/0000-0003-1745-2356; Parman, Stephen/0000-0002-7523-8684",,,,30,87,87,3,24,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,20-Oct,2005,437,7062,,,,,1140,1143,,10.1038/nature04215,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,975KD,WOS:000232660500041,16237441.0,No,,,11/20/17,tl,grove,male,0.75,4,na,na
