,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,c_fname,c_lname,gender,probability,count,scholar_id,citedby
0,J,"Kroymann, J; Mitchell-Olds, T",,,,"Kroymann, J; Mitchell-Olds, T",,,Epistasis and balanced polymorphism influencing complex trait variation,NATURE,,,English,Article,,,,,,,ARABIDOPSIS-THALIANA; GENETIC-VARIATION; DNA POLYMORPHISM; KINASE; ARCHITECTURE; DROSOPHILA; EVOLUTION; ENCODES; LOCUS,"Complex traits such as human disease, growth rate, or crop yield are polygenic, or determined by the contributions from numerous genes in a quantitative manner. Although progress has been made in identifying major quantitative trait loci (QTL), experimental constraints have limited our knowledge of small-effect QTL, which may be responsible for a large proportion of trait variation(1-3). Here, we identified and dissected a one-centimorgan chromosome interval in Arabidopsis thaliana without regard to its effect on growth rate, and examined the signature of historical sequence polymorphism among Arabidopsis accessions. We found that the interval contained two growth rate QTL within 210 kilobases. Both QTL showed epistasis; that is, their phenotypic effects depended on the genetic background. This amount of complexity in such a small area suggests a highly polygenic architecture of quantitative variation, much more than previously documented(4). One QTL was limited to a single gene. The gene in question displayed a nucleotide signature indicative of balancing selection, and its phenotypic effects are reversed depending on genetic background. If this region typifies many complex trait loci, then non-neutral epistatic polymorphism may be an important contributor to genetic variation in complex traits.","Max Planck Inst Chem Ecol, Dept Genet & Evolut, D-07745 Jena, Germany","Kroymann, J (reprint author), Max Planck Inst Chem Ecol, Dept Genet & Evolut, Hans Knoell Str 8, D-07745 Jena, Germany.",kroymann@ice.mpg.de,"Mitchell-Olds, Thomas/K-8121-2012; Kroymann, Juergen/B-4317-2013","Mitchell-Olds, Thomas/0000-0003-3439-9921; Kroymann, Juergen/0000-0002-4573-6498",,,,22,184,192,0,19,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,5-May,2005,435,7038,,,,,95,98,,10.1038/nature03480,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,922UL,WOS:000228864600045,15875023.0,No,,,11/20/17,t,mitchell-olds,male,0.88,73,na,na
1,J,"Kroymann, J; Mitchell-Olds, T",,,,"Kroymann, J; Mitchell-Olds, T",,,Epistasis and balanced polymorphism influencing complex trait variation,NATURE,,,English,Article,,,,,,,ARABIDOPSIS-THALIANA; GENETIC-VARIATION; DNA POLYMORPHISM; KINASE; ARCHITECTURE; DROSOPHILA; EVOLUTION; ENCODES; LOCUS,"Complex traits such as human disease, growth rate, or crop yield are polygenic, or determined by the contributions from numerous genes in a quantitative manner. Although progress has been made in identifying major quantitative trait loci (QTL), experimental constraints have limited our knowledge of small-effect QTL, which may be responsible for a large proportion of trait variation(1-3). Here, we identified and dissected a one-centimorgan chromosome interval in Arabidopsis thaliana without regard to its effect on growth rate, and examined the signature of historical sequence polymorphism among Arabidopsis accessions. We found that the interval contained two growth rate QTL within 210 kilobases. Both QTL showed epistasis; that is, their phenotypic effects depended on the genetic background. This amount of complexity in such a small area suggests a highly polygenic architecture of quantitative variation, much more than previously documented(4). One QTL was limited to a single gene. The gene in question displayed a nucleotide signature indicative of balancing selection, and its phenotypic effects are reversed depending on genetic background. If this region typifies many complex trait loci, then non-neutral epistatic polymorphism may be an important contributor to genetic variation in complex traits.","Max Planck Inst Chem Ecol, Dept Genet & Evolut, D-07745 Jena, Germany","Kroymann, J (reprint author), Max Planck Inst Chem Ecol, Dept Genet & Evolut, Hans Knoell Str 8, D-07745 Jena, Germany.",kroymann@ice.mpg.de,"Mitchell-Olds, Thomas/K-8121-2012; Kroymann, Juergen/B-4317-2013","Mitchell-Olds, Thomas/0000-0003-3439-9921; Kroymann, Juergen/0000-0002-4573-6498",,,,22,184,192,0,19,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,5-May,2005,435,7038,,,,,95,98,,10.1038/nature03480,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,922UL,WOS:000228864600045,15875023.0,No,,,11/20/17,t,mitchell-olds,male,0.88,73,na,na
2,J,"You, LR; Lin, FJ; Lee, CT; DeMayo, FJ; Tsai, MJ; Tsai, SY",,,,"You, LR; Lin, FJ; Lee, CT; DeMayo, FJ; Tsai, MJ; Tsai, SY",,,Suppression of Notch signalling by the COUP-TFII transcription factor regulates vein identity,NATURE,,,English,Article,,,,,,,STEM-CELL NICHE; CARDIOVASCULAR DEVELOPMENT; EMBRYONIC ANGIOGENESIS; VESSEL FORMATION; RECEPTOR; MICE; PATHWAY; LIGAND; MOUSE; DIFFERENTIATION,"Arteries and veins are anatomically, functionally and molecularly distinct. The current model of arterial - venous identity proposes that binding of vascular endothelial growth factor to its heterodimeric receptor - Flk1 and neuropilin 1 (NP-1; also called Nrp1) - activates the Notch signalling pathway in the endothelium, causing induction of ephrin B2 expression and suppression of ephrin receptor B4 expression to establish arterial identity(1-4). Little is known about vein identity except that it involves ephrin receptor B4 expression, because Notch signalling is not activated in veins; an unresolved question is how vein identity is regulated. Here, we show that COUP-TFII ( also known as Nr2f2), a member of the orphan nuclear receptor superfamily, is specifically expressed in venous but not arterial endothelium. Ablation of COUP-TFII in endothelial cells enables veins to acquire arterial characteristics, including the expression of arterial markers NP-1 and Notch signalling molecules, and the generation of haematopoietic cell clusters. Furthermore, ectopic expression of COUP-TFII in endothelial cells results in the fusion of veins and arteries in transgenic mouse embryos. Thus, COUP-TFII has a critical role in repressing Notch signalling to maintain vein identity, which suggests that vein identity is under genetic control and is not derived by a default pathway.","Baylor Coll Med, Dept Mol & Cellular Biol, Houston, TX 77030 USA; Baylor Coll Med, Dev Biol Program, Houston, TX 77030 USA","Tsai, MJ (reprint author), Baylor Coll Med, Dept Mol & Cellular Biol, Houston, TX 77030 USA.",mtsai@bcm.tmc.edu; stsai@bcm.tmc.edu,,"LIN, FU-JUNG/0000-0003-4065-0983",,,,27,319,329,1,9,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,5-May,2005,435,7038,,,,,98,104,,10.1038/nature03511,,7,Multidisciplinary Sciences,Science & Technology - Other Topics,922UL,WOS:000228864600046,15875024.0,No,,,11/20/17,sy,tsai,male,0.65,20,na,na
3,J,"Ye, XQ; Hama, K; Contos, JJA; Anliker, B; Inoue, A; Skinner, MK; Suzuki, H; Amano, T; Kennedy, G; Arai, H; Aoki, J; Chun, J",,,,"Ye, XQ; Hama, K; Contos, JJA; Anliker, B; Inoue, A; Skinner, MK; Suzuki, H; Amano, T; Kennedy, G; Arai, H; Aoki, J; Chun, J",,,LPA(3)-mediated lysophosphatidic acid signalling in embryo implantation and spacing,NATURE,,,English,Article,,,,,,,PROTEIN-COUPLED RECEPTOR; OBVIOUS PHENOTYPIC ABNORMALITY; MOUSE UTERUS; MICE LACKING; EXPRESSION; INITIATION; PREGNANCY; DEFICITS; CELLS; GENE,"Every successful pregnancy requires proper embryo implantation. Low implantation rate is a major problem during infertility treatments using assisted reproductive technologies(1). Here we report a newly discovered molecular influence on implantation through the lysophosphatidic acid (LPA) receptor LPA(3) (refs 2 - 4). Targeted deletion of LPA(3) in mice resulted in significantly reduced litter size, which could be attributed to delayed implantation and altered embryo spacing. These two events led to delayed embryonic development, hypertrophic placentas shared by multiple embryos and embryonic death. An enzyme demonstrated to influence implantation, cyclooxygenase 2 (COX2) (ref. 5), was downregulated in LPA(3)-deficient uteri during preimplantation. Downregulation of COX2 led to reduced levels of prostaglandins E-2 and I-2 (PGE(2) and PGI(2)), which are critical for implantation(1). Exogenous administration of PGE(2) or carbaprostacyclin ( a stable analogue of PGI(2)) into LPA(3)-deficient female mice rescued delayed implantation but did not rescue defects in embryo spacing. These data identify LPA(3) receptor-mediated signalling as having an influence on implantation, and further indicate linkage between LPA signalling and prostaglandin biosynthesis.","Scripps Res Inst, Dept Mol Biol, Helen L Dorris Child & Adolescent Neuropsychiat D, La Jolla, CA 92037 USA; Univ Tokyo, Grad Sch Pharmaceut Sci, Bunkyo Ku, Tokyo 1130033, Japan; Univ Tokyo, Grad Sch Med, Dept Dev Med Technol Sankyo, Bunkyo Ku, Tokyo 1130033, Japan; Fred Hutchinson Canc Res Ctr, Seattle, WA 98109 USA; Washington State Univ, Sch Mol Biosci, Ctr Reprod Biol, Pullman, WA 99164 USA; Obihiro Univ Agr & Vet Med, Natl Res Ctr Protozoan Dis, Obihiro, Hokkaido 0808555, Japan","Chun, J (reprint author), Scripps Res Inst, Dept Mol Biol, Helen L Dorris Child & Adolescent Neuropsychiat D, 10550 N Torrey Pines Rd, La Jolla, CA 92037 USA.",jchun@scripps.edu,,"Aoki, Junken/0000-0001-9435-1896",NIMH NIH HHS [K02 MH001723],,,30,307,326,0,14,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,5-May,2005,435,7038,,,,,104,108,,10.1038/nature03505,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,922UL,WOS:000228864600047,15875025.0,No,,,11/20/17,j,chun,na,na,na,na,na
4,J,"Chiu, YL; Soros, VB; Kreisberg, JF; Stopak, K; Yonemoto, W; Greene, WC",,,,"Chiu, YL; Soros, VB; Kreisberg, JF; Stopak, K; Yonemoto, W; Greene, WC",,,"Cellular APOBEC3G restricts HIV-1 infection in resting CD4(+) T cells (Retracted Article. See vol 466, pg 276, 2010)",NATURE,,,English,Article; Retracted Publication,,,,,,,VIRUS TYPE-1 INFECTION; RNA EDITING ENZYME; VIF PROTEIN; DNA; HYPERMUTATION; REPLICATION; ACTIVATION; DEGRADATION; LYMPHOCYTES; BLOCKS,"In contrast to activated CD4(+) T cells, resting human CD4(+) T cells circulating in blood are highly resistant to infection with human immunodeficiency virus (HIV)(1-4). Whether the inability of HIV to infect these resting CD4(+) T cells is due to the lack of a key factor, or alternatively reflects the presence of an efficient mechanism for defence against HIV, is not clear. Here we show that the anti-retroviral deoxycytidine deaminase APOBEC3G(5) strongly protects unstimulated peripheral blood CD4(+) T cells against HIV-1 infection. In activated CD4(+) T cells, cytoplasmic APOBEC3G resides in an enzymatically inactive, high-molecular-mass (HMM) ribonucleoprotein complex that converts to an enzymatically active low-molecular-mass (LMM) form after treatment with RNase. In contrast, LMM APOBEC3G predominates in unstimulated CD4(+) T cells, where HIV-1 replication is blocked and reverse transcription is impaired(1-3). Mitogen activation induces the recruitment of LMM APOBEC3G into the HMM complex, and this correlates with a sharp increase in permissivity for HIV infection in these stimulated cells. Notably, when APOBEC3G-specific small interfering RNAs are introduced into unstimulated CD4(+) T cells, the early replication block encountered by HIV-1 is greatly relieved. Thus, LMM APOBEC3G functions as a potent post-entry restriction factor for HIV-1 in unstimulated CD4(+) T cells. Surprisingly, sequencing of the reverse transcripts slowly formed in unstimulated CD4(+) T cells reveals only low levels of dG --> dA hypermutation, raising the possibility that the APOBEC3G-restricting activity may not be strictly dependent on deoxycytidine deamination.","Univ Calif San Francisco, Gladstone Inst Virol & Immunol, San Francisco, CA 94143 USA; Univ Calif San Francisco, Dept Med, San Francisco, CA 94143 USA; Univ Calif San Francisco, Dept Microbiol, San Francisco, CA 94143 USA; Univ Calif San Francisco, Dept Immunol, San Francisco, CA 94143 USA","Greene, WC (reprint author), Univ Calif San Francisco, Gladstone Inst Virol & Immunol, San Francisco, CA 94143 USA.",wgreene@gladstone.ucsf.edu,,,,,,30,353,365,0,13,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,5-May,2005,435,7038,,,,,108,114,,10.1038/nature03493,,7,Multidisciplinary Sciences,Science & Technology - Other Topics,922UL,WOS:000228864600048,15829920.0,No,,,11/20/17,wc,greene,female,0.98,57,na,na
5,J,"Kapitein, LC; Peterman, EJG; Kwok, BH; Kim, JH; Kapoor, TM; Schmidt, CF",,,,"Kapitein, LC; Peterman, EJG; Kwok, BH; Kim, JH; Kapoor, TM; Schmidt, CF",,,The bipolar mitotic kinesin Eg5 moves on both microtubules that it crosslinks,NATURE,,,English,Article,,,,,,,CELL-DIVISION; SPINDLES; MOTOR; DROSOPHILA; TUBULIN; MITOSIS; FAMILY; FLUX; NCD,"During cell division, mitotic spindles are assembled by microtubule-based motor proteins(1,2). The bipolar organization of spindles is essential for proper segregation of chromosomes, and requires plus-end-directed homotetrameric motor proteins of the widely conserved kinesin-5 ( BimC) family(3). Hypotheses for bipolar spindle formation include the 'push-pull mitotic muscle' model, in which kinesin-5 and opposing motor proteins act between overlapping microtubules(2,4,5). However, the precise roles of kinesin-5 during this process are unknown. Here we show that the vertebrate kinesin-5 Eg5 drives the sliding of microtubules depending on their relative orientation. We found in controlled in vitro assays that Eg5 has the remarkable capability of simultaneously moving at similar to 20 nm s(-1) towards the plus-ends of each of the two microtubules it crosslinks. For anti-parallel microtubules, this results in relative sliding at similar to 40 nm s(-1), comparable to spindle pole separation rates in vivo(6). Furthermore, we found that Eg5 can tether microtubule plus-ends, suggesting an additional microtubule-binding mode for Eg5. Our results demonstrate how members of the kinesin-5 family are likely to function in mitosis, pushing apart interpolar microtubules as well as recruiting microtubules into bundles that are subsequently polarized by relative sliding.","Vrije Univ Amsterdam, Dept Phys & Astron, NL-1081 HV Amsterdam, Netherlands; Vrije Univ Amsterdam, Ctr Laser, NL-1081 HV Amsterdam, Netherlands; Rockefeller Univ, Lab Chem & Cell Biol, New York, NY 10021 USA","Peterman, EJG (reprint author), Vrije Univ Amsterdam, Dept Phys & Astron, Boelelaan 1081, NL-1081 HV Amsterdam, Netherlands.",erwinp@nat.vu.nl; kapoor@mail.rockefeller.edu,"Schmidt, Christoph/G-3787-2011; Peterman, Erwin/G-5529-2010; Kapitein, Lukas/J-4776-2016","Schmidt, Christoph/0000-0003-2864-6973; Peterman, Erwin/0000-0003-1058-249X; Kapitein, Lukas/0000-0001-9418-6739",,,,27,328,337,1,34,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,5-May,2005,435,7038,,,,,114,118,,10.1038/nature03503,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,922UL,WOS:000228864600049,15875026.0,No,,,11/20/17,cf,schmidt,male,0.88,8,na,na
6,J,"Fung, E; Wong, WW; Suen, JK; Bulter, T; Lee, SG; Liao, JC",,,,"Fung, E; Wong, WW; Suen, JK; Bulter, T; Lee, SG; Liao, JC",,,A synthetic gene-metabolic oscillator,NATURE,,,English,Article,,,,,,,GREEN FLUORESCENT PROTEIN; CELL-CELL COMMUNICATION; ESCHERICHIA-COLI; GLYCOLYTIC OSCILLATIONS; TOGGLE SWITCH; NETWORKS; EXPRESSION; REGULATORS; CLOCK; YEAST,"Autonomous oscillations found in gene expression and metabolic, cardiac and neuronal systems(1-4) have attracted significant attention both because of their obvious biological roles and their intriguing dynamics. In addition, de novo designed(5-12) oscillators(13,14) have been demonstrated, using components that are not part of the natural oscillators. Such oscillators are useful in testing the design principles and in exploring potential applications not limited by natural cellular behaviour(15). To achieve transcriptional and metabolic integration characteristic of natural oscillators, here we designed and constructed a synthetic circuit in Escherichia coli K12, using glycolytic flux to generate oscillation through the signalling metabolite acetyl phosphate. If two metabolite pools are interconverted by two enzymes that are placed under the transcriptional control of acetyl phosphate, the system oscillates when the glycolytic rate exceeds a critical value. We used bifurcation analysis to identify the boundaries of oscillation, and verified these experimentally. This work demonstrates the possibility of using metabolic flux as a control factor in system-wide oscillation, as well as the predictability of a de novo gene - metabolic circuit designed using nonlinear dynamic analysis.","Univ Calif Los Angeles, Dept Chem Engn, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Biomed Engn Interdepartmental Program, Los Angeles, CA 90095 USA","Liao, JC (reprint author), Univ Calif Los Angeles, Dept Chem Engn, Los Angeles, CA 90095 USA.",liaoj@ucla.edu,"Hsing-Yen, Su/G-9552-2014","Bulter, Thomas/0000-0002-7968-5844",,,,29,242,253,2,33,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,5-May,2005,435,7038,,,,,118,122,,10.1038/nature03508,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,922UL,WOS:000228864600050,15875027.0,No,,,11/20/17,jc,liao,male,0.95,208,Qi06GzQAAAAJ,21634
7,J,"Cirelli, C; Bushey, D; Hill, S; Huber, R; Kreber, R; Ganetzky, B; Tononi, G",,,,"Cirelli, C; Bushey, D; Hill, S; Huber, R; Kreber, R; Ganetzky, B; Tononi, G",,,Reduced sleep in Drosophila shaker mutants,NATURE,,,English,Article,,,,,,,POTASSIUM CHANNELS; HEALTHY INSOMNIA; NERVOUS-SYSTEM; K+ CHANNEL; MELANOGASTER; GENE; MICE; HOMEOSTASIS; REST; DEPRIVATION,"Most of us sleep 7-8 h per night, and if we are deprived of sleep our performance suffers greatly; however, a few do well with just 3-4 h of sleep-a trait that seems to run in families. Determining which genes underlie this phenotype could shed light on the mechanisms and functions of sleep. To do so, we performed mutagenesis in Drosophila melanogaster, because flies also sleep for many hours and, when sleep deprived, show sleep rebound and performance impairments. By screening 9,000 mutant lines, we found minisleep (mns), a line that sleeps for one-third of the wild-type amount. We show that mns flies perform normally in a number of tasks, have preserved sleep homeostasis, but are not impaired by sleep deprivation. We then show that mns flies carry a point mutation in a conserved domain of the Shaker gene. Moreover, after crossing out genetic modifiers accumulated over many generations, other Shaker alleles also become short sleepers and fail to complement the mns phenotype. Finally, we show that short-sleeping Shaker flies have a reduced lifespan. Shaker, which encodes a voltage-dependent potassium channel controlling membrane repolarization and transmitter release, may thus regulate sleep need or efficiency.","Univ Wisconsin, Dept Psychiat, Madison, WI 53719 USA; Univ Wisconsin, Genet Lab, Madison, WI 53706 USA","Tononi, G (reprint author), Univ Wisconsin, Dept Psychiat, 6001 Res Pk Blvd, Madison, WI 53719 USA.",gtononi@wisc.edu,"Tononi, Giulio/B-8387-2009","Hill, Sean/0000-0001-8055-860X",,,,50,216,226,2,24,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,28-Apr,2005,434,7037,,,,,1087,1092,,10.1038/nature03486,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,920MD,WOS:000228693300032,15858564.0,No,,,11/20/17,g,tononi,male,0.83,23,na,na
8,J,"Mattapallil, JJ; Douek, DC; Hill, B; Nishimura, Y; Martin, M; Roederer, M",,,,"Mattapallil, JJ; Douek, DC; Hill, B; Nishimura, Y; Martin, M; Roederer, M",,,Massive infection and loss of memory CD4(+) T cells in multiple tissues during acute SIV infection,NATURE,,,English,Article,,,,,,,SIMIAN IMMUNODEFICIENCY VIRUS; GASTROINTESTINAL-TRACT; HIV-1 INFECTION; RHESUS-MONKEYS; EXPRESSION; DEPLETION; DYNAMICS; TRANSMISSION; REPLICATION; LYMPHOCYTES,"It has recently been established that both acute human immunodeficiency virus (HIV) and simian immunodeficiency virus (SIV) infections are accompanied by a dramatic and selective loss of memory CD4(+) T cells predominantly from the mucosal surfaces. The mechanism underlying this depletion of memory CD4(+) T cells (that is, T-helper cells specific to previously encountered pathogens) has not been defined. Using highly sensitive, quantitative polymerase chain reaction together with precise sorting of different subsets of CD4(+) T cells in various tissues, we show that this loss is explained by a massive infection of memory CD4(+) T cells by the virus. Specifically, 30-60% of CD4(+) memory T cells throughout the body are infected by SIV at the peak of infection, and most of these infected cells disappear within four days. Furthermore, our data demonstrate that the depletion of memory CD4(+) T cells occurs to a similar extent in all tissues. As a consequence, over one-half of all memory CD4(+) T cells in SIV-infected macaques are destroyed directly by viral infection during the acute phase-an insult that certainly heralds subsequent immunodeficiency. Our findings point to the importance of reducing the cell-associated viral load during acute infection through therapeutic or vaccination strategies.","NIAID, Immunotechnol Sect, NIH, Bethesda, MD 20892 USA; NIAID, Human Immunol Sect, Vaccine Res Ctr, NIH, Bethesda, MD 20892 USA; NIAID, Mol Microbiol Lab, NIH, Bethesda, MD 20892 USA","Roederer, M (reprint author), NIAID, Immunotechnol Sect, NIH, 9000 Rockville Pike, Bethesda, MD 20892 USA.",Roederer@nih.gov,"Roederer, Mario/G-1887-2011",,,,,25,882,904,1,33,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,28-Apr,2005,434,7037,,,,,1093,1097,,10.1038/nature03501,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,920MD,WOS:000228693300033,15793563.0,No,,,11/20/17,m,roederer,male,0.74,158,na,na
9,J,"Hurley, K; Boggs, SE; Smith, DM; Duncan, RC; Lin, R; Zoglauer, A; Krucker, S; Hurford, G; Hudson, H; Wigger, C; Hajdas, W; Thompson, C; Mitrofanov, I; Sanin, A; Boynton, W; Fellows, C; von Kienlin, A; Lichti, G; Rau, A; Cline, T",,,,"Hurley, K; Boggs, SE; Smith, DM; Duncan, RC; Lin, R; Zoglauer, A; Krucker, S; Hurford, G; Hudson, H; Wigger, C; Hajdas, W; Thompson, C; Mitrofanov, I; Sanin, A; Boynton, W; Fellows, C; von Kienlin, A; Lichti, G; Rau, A; Cline, T",,,An exceptionally bright flare from SGR 1806-20 and the origins of short-duration gamma-ray bursts,NATURE,,,English,Article,,,,,,,MAGNETIZED NEUTRON-STARS; 1998 AUGUST 27; 1979 MARCH 5; X-RAY; SGR 1900+14; RADIATIVE MECHANISM; GIANT FLARE; LBV 1806-20; REPEATERS; SPECTRUM,"Soft-gamma-ray repeaters (SGRs) are galactic X-ray stars that emit numerous short-duration (about 0.1 s) bursts of hard X-rays during sporadic active periods. They are thought to be magnetars: strongly magnetized neutron stars with emissions powered by the dissipation of magnetic energy. Here we report the detection of a long (380 s) giant flare from SGR 1806-20, which was much more luminous than any previous transient event observed in our Galaxy. (In the first 0.2 s, the flare released as much energy as the Sun radiates in a quarter of a million years.) Its power can be explained by a catastrophic instability involving global crust failure and magnetic reconnection on a magnetar, with possible large-scale untwisting of magnetic field lines outside the star. From a great distance this event would appear to be a short-duration, hard-spectrum cosmic gamma-ray burst. At least a significant fraction of the mysterious short-duration gamma-ray bursts may therefore come from extragalactic magnetars.","Univ Calif Berkeley, Space Sci Lab, Berkeley, CA 94720 USA; Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA; Univ Calif Santa Cruz, Dept Phys, Santa Cruz, CA 95064 USA; Univ Calif Santa Cruz, Santa Cruz Inst Particle Phys, Santa Cruz, CA 95064 USA; Univ Texas, Dept Astron, Austin, TX 78712 USA; Paul Scherrer Inst, CH-5232 Villigen, Switzerland; Canadian Inst Theoret Astrophys, Toronto, ON M5S 3H8, Canada; Space Res Inst, Moscow 117997, Russia; Univ Arizona, Dept Planetary Sci, Tucson, AZ 85721 USA; Max Planck Inst Extraterr Phys, D-85748 Garching, Germany; NASA, Goddard Space Flight Ctr, Greenbelt, MD 20771 USA","Hurley, K (reprint author), Univ Calif Berkeley, Space Sci Lab, Berkeley, CA 94720 USA.",khurley@ssl.berkeley.edu,"Boggs, Steven/E-4170-2015","Boggs, Steven/0000-0001-9567-4224",,,,50,341,344,0,9,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,1476-4687,,NATURE,Nature,28-Apr,2005,434,7037,,,,,1098,1103,,10.1038/nature03519,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,920MD,WOS:000228693300034,15858565.0,No,,,11/20/17,t,cline,male,0.88,73,na,na
