PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Schmidt, D; Jiang, QX; MacKinnon, R",,,,"Schmidt, Daniel; Jiang, Qiu-Xing; MacKinnon, Roderick",,,Phospholipids and the origin of cationic gating charges in voltage sensors,NATURE,,,English,Article,,,,,,,DEPENDENT K+ CHANNEL; CRYSTAL-STRUCTURE; ACTIVATION; MEMBRANE,"Cells communicate with their external environment through physical and chemical processes that take place in the cell-surrounding membrane. The membrane serves as a barrier as well as a special environment in which membrane proteins are able to carry out important processes. Certain membrane proteins have the ability to detect the membrane voltage and regulate ion conduction or enzyme activity(1,2). Such voltage-dependent processes rely on the action of protein domains known as voltage sensors, which are embedded inside the cell membrane and contain an excess of positively charged amino acids, which react to an electric field. How does the membrane create an environment suitable for voltage sensors? Here we show under a variety of conditions that the function of a voltage-dependent K(+) channel is dependent on the negatively charged phosphodiester of phospholipid molecules. A non-voltage-dependent K(+) channel does not exhibit the same dependence. The data lead us to propose that the phospholipid membrane, by providing stabilizing interactions between positively charged voltage-sensor arginine residues and negatively charged lipid phosphodiester groups, provides an appropriate environment for the energetic stability and operation of the voltage-sensing machinery. We suggest that the usage of arginine residues in voltage sensors is an adaptation to the phospholipid composition of cell membranes.","Rockefeller Univ, Howard Hughes Med Inst, Lab Mol Neurobiol & Biophys, New York, NY 10021 USA","MacKinnon, R (reprint author), Rockefeller Univ, Howard Hughes Med Inst, Lab Mol Neurobiol & Biophys, 1230 York Ave, New York, NY 10021 USA.",mackinn@rockefeller.edu,,,,,,20,275,278,2,36,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,7-Dec,2006,444,7120,,,,,775,779,,10.1038/nature05416,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,113EL,WOS:000242581100064,17136096,No,,,11/20/17
J,"Nagyvary, J; DiVerdi, JA; Owen, NL; Tolley, HD",,,,"Nagyvary, Joseph; DiVerdi, Joseph A.; Owen, Noel L.; Tolley, H. Dennis",,,Wood used by Stradivari and Guarneri,NATURE,,,English,Article,,,,,,,SOFTWOODS,,"Texas A&M Univ, Dept Biochem, College Stn, TX 77843 USA; Colorado State Univ, Dept Chem, Ft Collins, CO 80523 USA; Brigham Young Univ, Dept Chem & Biochem, Provo, UT 84602 USA; Brigham Young Univ, Dept Stat, Provo, UT 84602 USA","Nagyvary, J (reprint author), Texas A&M Univ, Dept Biochem, College Stn, TX 77843 USA.",nagyvary@nagyvaryviolins.com,,,,,,8,22,23,0,21,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,30-Nov,2006,444,7119,,,,,565,565,,10.1038/444565a,,1,Multidisciplinary Sciences,Science & Technology - Other Topics,110KK,WOS:000242377600032,17136084,No,,,11/20/17
J,"Corder, R; Mullen, W; Khan, NQ; Marks, SC; Wood, EG; Carrier, MJ; Crozier, A",,,,"Corder, R.; Mullen, W.; Khan, N. Q.; Marks, S. C.; Wood, E. G.; Carrier, M. J.; Crozier, A.",,,Red wine procyanidins and vascular health,NATURE,,,English,Article,,,,,,,PHENOLICS; BEER,,"Barts & London Queen Marys Sch Med & Dent, William Harvey Res Inst, London EC1M 6BQ, England; Univ Glasgow, Inst Biomed & Life Sci, Plant Prod & Human Nutr Grp, Glasgow G12 8QQ, Lanark, Scotland","Corder, R (reprint author), Barts & London Queen Marys Sch Med & Dent, William Harvey Res Inst, London EC1M 6BQ, England.",r.corder@qmul.ac.uk,"Marks, Serena/F-2867-2010; Corder, Roger/H-2588-2012","Corder, Roger/0000-0003-1712-6841",,,,10,181,196,3,64,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,30-Nov,2006,444,7119,,,,,566,566,,10.1038/444566a,,1,Multidisciplinary Sciences,Science & Technology - Other Topics,110KK,WOS:000242377600033,17136085,No,,,11/20/17
J,"Sampaolesi, M; Blot, S; D'Antona, G; Granger, N; Tonlorenzi, R; Innocenzi, A; Mognol, P; Thibaud, JL; Galvez, BG; Barthelemy, I; Perani, L; Mantero, S; Guttinger, M; Pansarasa, O; Rinaldi, C; De Angelis, MGC; Torrente, Y; Bordignon, C; Bottinelli, R; Cossu, G",,,,"Sampaolesi, Maurilio; Blot, Stephane; D'Antona, Giuseppe; Granger, Nicolas; Tonlorenzi, Rossana; Innocenzi, Anna; Mognol, Paolo; Thibaud, Jean-Laurent; Galvez, Beatriz G.; Barthelemy, Ines; Perani, Laura; Mantero, Sara; Guttinger, Maria; Pansarasa, Orietta; Rinaldi, Chiara; De Angelis, M. Gabriella Cusella; Torrente, Yvan; Bordignon, Claudio; Bottinelli, Roberto; Cossu, Giulio",,,Mesoangioblast stem cells ameliorate muscle function in dystrophic dogs,NATURE,,,English,Article,,,,,,,DUCHENNE MUSCULAR-DYSTROPHY; SKELETAL-MUSCLE; GENE-THERAPY; T-CELLS; EXPRESSION; MULTIPOTENT; REPAIR; TRANSPLANTATION; POPULATION; DELIVERY,"Duchenne muscular dystrophy remains an untreatable genetic disease that severely limits motility and life expectancy in affected children. The only animal model specifically reproducing the alterations in the dystrophin gene and the full spectrum of human pathology is the golden retriever dog model. Affected animals present a single mutation in intron 6, resulting in complete absence of the dystrophin protein, and early and severe muscle degeneration with nearly complete loss of motility and walking ability. Death usually occurs at about 1 year of age as a result of failure of respiratory muscles. Here we report that intra-arterial delivery of wild-type canine mesoangioblasts (vessel-associated stem cells) results in an extensive recovery of dystrophin expression, normal muscle morphology and function ( confirmed by measurement of contraction force on single fibres). The outcome is a remarkable clinical amelioration and preservation of active motility. These data qualify mesoangioblasts as candidates for future stem cell therapy for Duchenne patients.","Univ Vita & Salute, San Raffaele Sci Inst, Stem Cell Res Inst, I-20132 Milan, Italy; Univ Pavia, Dept Expt Med, I-27100 Pavia, Italy; Univ Pavia, Interuniv Inst Myol, I-27100 Pavia, Italy; Ecole Vet Alfort, Neurobiol Lab, F-94704 Maisons Alfort, France; Politecn Milan, Dept Bioengn, I-20130 Milan, Italy; Inst Cell Biol & Tissue Engn, I-00128 Rome, Italy; Univ Milan, Dept Neurol Sci, IRCCS, Fdn Policlin Milano, I-20122 Milan, Italy; Univ Milan, Dept Biol, I-20130 Milan, Italy; Univ Milan, Ctr Stem Cell Res, I-20130 Milan, Italy","Cossu, G (reprint author), Univ Vita & Salute, San Raffaele Sci Inst, Stem Cell Res Inst, Via Olgettina 58, I-20132 Milan, Italy.",roberto.bottinelli@unipv.it; cossu.giulio@hsr.it,"Mantero, Sara/F-6587-2013; Sampaolesi, Maurilio/H-6509-2013; G. Galvez, Beatriz/H-1644-2015","Sampaolesi, Maurilio/0000-0002-2422-3757; G. Galvez, Beatriz/0000-0002-8082-9323; Cusella De Angelis, Maria Gabriella/0000-0003-2642-3346; TORRENTE, YVAN/0000-0002-2705-3984; MANTERO, SARA/0000-0002-1264-0465; D'Antona, Giuseppe/0000-0002-0683-5565",Telethon [GSP030543],,,25,442,453,5,39,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,30-Nov,2006,444,7119,,,,,574,579,,10.1038/nature05282,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,110KK,WOS:000242377600039,17108972,No,,,11/20/17
J,"Ule, J; Stefani, G; Mele, A; Ruggiu, M; Wang, XN; Taneri, B; Gaasterland, T; Blencowe, BJ; Darnell, RB",,,,"Ule, Jernej; Stefani, Giovanni; Mele, Aldo; Ruggiu, Matteo; Wang, Xuning; Taneri, Bahar; Gaasterland, Terry; Blencowe, Benjamin J.; Darnell, Robert B.",,,An RNA map predicting Nova-dependent splicing regulation,NATURE,,,English,Article,,,,,,,TRACT-BINDING-PROTEIN; PRE-MESSENGER-RNA; POLYPYRIMIDINE TRACT; SR PROTEINS; IN-VIVO; SYNAPTIC PLASTICITY; PREMESSENGER RNA; RICH ELEMENTS; HNRNP A1; U1 SNRNP,"Nova proteins are neuron-specific alternative splicing factors. We have combined bioinformatics, biochemistry and genetics to derive an RNA map describing the rules by which Nova proteins regulate alternative splicing. This map revealed that the position of Nova binding sites (YCAY clusters) in a pre-messenger RNA determines the outcome of splicing. The map correctly predicted Nova's effect to inhibit or enhance exon inclusion, which led us to examine the relationship between the map and Nova's mechanism of action. Nova binding to an exonic YCAY cluster changed the protein complexes assembled on pre-mRNA, blocking U1 snRNP ( small nuclear ribonucleoprotein) binding and exon inclusion, whereas Nova binding to an intronic YCAY cluster enhanced spliceosome assembly and exon inclusion. Assays of splicing intermediates of Nova-regulated transcripts in mouse brain revealed that Nova preferentially regulates removal of introns harbouring ( or closest to) YCAY clusters. These results define a genome-wide map relating the position of a cis-acting element to its regulation by an RNA binding protein, namely that Nova binding to YCAY clusters results in a local and asymmetric action to regulate spliceosome assembly and alternative splicing in neurons.","Rockefeller Univ, Howard Hughes Med Inst, New York, NY 10021 USA; Rockefeller Univ, Mol Neurooncol Lab, New York, NY 10021 USA; Rockefeller Univ, Lab Computat Genom, New York, NY 10021 USA; Univ Toronto, Banting & Best Dept Med Res, Toronto, ON M5G 1L6, Canada","Darnell, RB (reprint author), Rockefeller Univ, Howard Hughes Med Inst, 1230 York Ave, New York, NY 10021 USA.",darnelr@rockefeller.edu,"Darnell, Robert/B-9022-2008; Ule, Jernej/C-6315-2013","Darnell, Robert/0000-0002-5134-8088; Ule, Jernej/0000-0002-2452-4277; Stefani, Giovanni/0000-0002-8782-6811",Howard Hughes Medical Institute,,,50,305,309,0,22,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,30-Nov,2006,444,7119,,,,,580,586,,10.1038/nature05304,,7,Multidisciplinary Sciences,Science & Technology - Other Topics,110KK,WOS:000242377600040,17065982,No,,,11/20/17
J,"Freeth, T; Bitsakis, Y; Moussas, X; Seiradakis, JH; Tselikas, A; Mangou, H; Zafeiropoulou, M; Hadland, R; Bate, D; Ramsey, A; Allen, M; Crawley, A; Hockley, P; Malzbender, T; Gelb, D; Ambrisco, W; Edmunds, MG",,,,"Freeth, T.; Bitsakis, Y.; Moussas, X.; Seiradakis, J. H.; Tselikas, A.; Mangou, H.; Zafeiropoulou, M.; Hadland, R.; Bate, D.; Ramsey, A.; Allen, M.; Crawley, A.; Hockley, P.; Malzbender, T.; Gelb, D.; Ambrisco, W.; Edmunds, M. G.",,,Decoding the ancient Greek astronomical calculator known as the Antikythera Mechanism,NATURE,,,English,Article,,,,,,,,"The Antikythera Mechanism is a unique Greek geared device, constructed around the end of the second century BC. It is known(1-9) that it calculated and displayed celestial information, particularly cycles such as the phases of the moon and a luni-solar calendar. Calendars were important to ancient societies(10) for timing agricultural activity and fixing religious festivals. Eclipses and planetary motions were often interpreted as omens, while the calm regularity of the astronomical cycles must have been philosophically attractive in an uncertain and violent world. Named after its place of discovery in 1901 in a Roman shipwreck, the Antikythera Mechanism is technically more complex than any known device for at least a millennium afterwards. Its specific functions have remained controversial(11-14) because its gears and the inscriptions upon its faces are only fragmentary. Here we report surface imaging and high-resolution X-ray tomography of the surviving fragments, enabling us to reconstruct the gear function and double the number of deciphered inscriptions. The mechanism predicted lunar and solar eclipses on the basis of Babylonian arithmetic-progression cycles. The inscriptions support suggestions of mechanical display of planetary positions(9,14,15), now lost. In the second century BC, Hipparchos developed a theory to explain the irregularities of the Moon's motion across the sky caused by its elliptic orbit. We find a mechanical realization of this theory in the gearing of the mechanism, revealing an unexpected degree of technical sophistication for the period.","Cardiff Univ, Sch Phys & Astron, Cardiff CF24 3AA, Wales; Images First Ltd, London W5 4SE, England; Natl & Kapodistrian Univ Athens, Dept Astrophys Astron & Mech, GR-15783 Panepistimiopolis, Zographos, Greece; Aristotle Univ Thessaloniki, Dept Phys, Sect Astrophys Astron & Mech, GR-54124 Thessaloniki, Greece; Natl Bank Greece Cultural Fdn, Ctr Hist & Palaeog, GR-10560 Athens, Greece; Natl Archaeol Museum Athens, GR-10682 Athens, Greece; X Tek Syst Ltd, Tring Business Ctr, Tring HP23 4JX, Herts, England; Hewlett Packard Labs, Palo Alto, CA 94304 USA; Foxhollow Technol Inc, Redwood City, CA 94063 USA","Edmunds, MG (reprint author), Cardiff Univ, Sch Phys & Astron, Queens Bldg, Cardiff CF24 3AA, Wales.",mge@astro.cf.ac.uk,,,,,,29,93,95,3,28,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,30-Nov,2006,444,7119,,,,,587,591,,10.1038/nature05357,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,110KK,WOS:000242377600041,17136087,No,,,11/20/17
J,"Batty, M",,,,"Batty, Michael",,,Rank clocks,NATURE,,,English,Article,,,,,,,POWER LAWS; ZIPFS LAW; CITIES; SYSTEMS; GROWTH,"Many objects and events, such as cities, firms and internet hubs, scale with size(1-4) in the upper tails of their distributions. Despite intense interest in using power laws to characterize such distributions, most analyses have been concerned with observations at a single instant of time, with little analysis of objects or events that change in size through time ( notwithstanding some significant exceptions(5-7)). It is now clear that the evident macro-stability in such distributions at different times can mask a volatile and often turbulent micro-dynamics, in which objects can change their position or rank-order rapidly while their aggregate distribution appears quite stable. Here I introduce a graphical representation termed the 'rank clock' to examine such dynamics for three distributions: the size of cities in the US from AD 1790, the UK from AD1901 and the world from 430 BC. Our results destroy any notion that rank - size scaling is universal: at the micro-level, these clocks show cities and civilizations rising and falling in size at many times and on many scales. The conventional model explaining such scaling on the basis of growth by proportionate effect cannot replicate these micro-dynamics, suggesting that such models and explanations are considerably less general than has hitherto been assumed.","UCL, Bartlett Sch, Ctr Adv Spatial Anal, London WC1E 6BT, England","Batty, M (reprint author), UCL, Bartlett Sch, Ctr Adv Spatial Anal, 1-19 Torrington Pl, London WC1E 6BT, England.",m.batty@ucl.ac.uk,"Batty, Michael/I-5638-2014",,,,,25,82,89,6,26,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,30-Nov,2006,444,7119,,,,,592,596,,10.1038/nature05302,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,110KK,WOS:000242377600042,17136088,No,,,11/20/17
J,"Chen, HT; Padilla, WJ; Zide, JMO; Gossard, AC; Taylor, AJ; Averitt, RD",,,,"Chen, Hou-Tong; Padilla, Willie J.; Zide, Joshua M. O.; Gossard, Arthur C.; Taylor, Antoinette J.; Averitt, Richard D.",,,Active terahertz metamaterial devices,NATURE,,,English,Article,,,,,,,TIME-DOMAIN SPECTROSCOPY; NEGATIVE PERMEABILITY; EXPLOSIVES; MODULATOR; SPECTRA; DRUGS,"The development of artificially structured electromagnetic materials, termed metamaterials, has led to the realization of phenomena that cannot be obtained with natural materials(1). This is especially important for the technologically relevant terahertz ( 1 THz = 10(12) Hz) frequency regime; many materials inherently do not respond to THz radiation, and the tools that are necessary to construct devices operating within this range - sources, lenses, switches, modulators and detectors - largely do not exist. Considerable efforts are underway to fill this 'THz gap' in view of the useful potential applications of THz radiation(2-7). Moderate progress has been made in THz generation and detection(8); THz quantum cascade lasers are a recent example(9). However, techniques to control and manipulate THz waves are lagging behind. Here we demonstrate an active metamaterial device capable of efficient real-time control and manipulation of THz radiation. The device consists of an array of gold electric resonator elements ( the metamaterial) fabricated on a semiconductor substrate. The metamaterial array and substrate together effectively form a Schottky diode, which enables modulation of THz transmission by 50 per cent, an order of magnitude improvement over existing devices(10).","Los Alamos Natl Lab, Ctr Integrated Nanotechnol, Mat Phys & Applicat Div, Los Alamos, NM 87545 USA; Univ Calif Santa Barbara, Dept Mat, Santa Barbara, CA 93106 USA","Chen, HT (reprint author), Los Alamos Natl Lab, Ctr Integrated Nanotechnol, Mat Phys & Applicat Div, POB 1663, Los Alamos, NM 87545 USA.",chenht@lanl.gov,"Chen, Hou-Tong/C-6860-2009; Zide, Joshua/B-5105-2010; Padilla, Willie/A-7235-2008","Chen, Hou-Tong/0000-0003-2014-7571; Zide, Joshua/0000-0002-6378-7221; Padilla, Willie/0000-0001-7734-8847",,,,29,1129,1153,58,595,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,30-Nov,2006,444,7119,,,,,597,600,,10.1038/nature05343,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,110KK,WOS:000242377600043,17136089,No,,,11/20/17
J,"Lund, DC; Lynch-Stieglitz, J; Curry, WB",,,,"Lund, David C.; Lynch-Stieglitz, Jean; Curry, William B.",,,Gulf Stream density structure and transport during the past millennium,NATURE,,,English,Article,,,,,,,FLORIDA CURRENT; PLANKTONIC-FORAMINIFERA; SARGASSO SEA; WARM PERIOD; ICE-AGE; VARIABILITY; TEMPERATURE; HOLOCENE; 27-DEGREES-N; STRAITS,"The Gulf Stream transports approximately 31 Sv ( 1 Sv = 10(6) m(3) s(-1)) of water(1,2) and 1.3 x 10(15) W of heat(3) into the North Atlantic ocean. The possibility of abrupt changes in Gulf Stream heat transport is one of the key uncertainties in predictions of climate change for the coming centuries. Given the limited length of the instrumental record, our knowledge of Gulf Stream behaviour on long timescales must rely heavily on information from geologic archives. Here we use foraminifera from a suite of high-resolution sediment cores in the Florida Straits to show that the cross-current density gradient and vertical current shear of the Gulf Stream were systematically lower during the Little Ice Age ( AD 1200 to 1850). We also estimate that Little Ice Age volume transport was ten per cent weaker than today's. The timing of reduced flow is consistent with temperature minima in several palaeoclimate records(4-9), implying that diminished oceanic heat transport may have contributed to Little Ice Age cooling in the North Atlantic. The interval of low flow also coincides with anomalously high Gulf Stream surface salinity(10), suggesting a tight linkage between the Atlantic Ocean circulation and hydrologic cycle during the past millennium.","MIT Woods Hole Oceanog Inst Joint Program Oceanog, Woods Hole, MA 02543 USA; Georgia Inst Technol, Sch Earth & Atmospher Sci, Atlanta, GA 30332 USA; Woods Hole Oceanog Inst, Dept Geol & Geophys, Woods Hole, MA 02543 USA","Lund, DC (reprint author), CALTECH, Div Geol & Planetary Sci, Pasadena, CA 91125 USA.",dlund@gps.caltech.edu,,"Lynch-Stieglitz, Jean/0000-0002-9353-1972",,,,30,112,114,4,37,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,30-Nov,2006,444,7119,,,,,601,604,,10.1038/nature05277,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,110KK,WOS:000242377600044,17136090,No,,,11/20/17
J,"Herzberg, C",,,,"Herzberg, Claude",,,Petrology and thermal structure of the Hawaiian plume from Mauna Kea volcano,NATURE,,,English,Article,,,,,,,PHASE-RELATIONS; MANTLE PLUME; OCEANIC-CRUST; BASALTS; OLIVINE; LITHOSPHERE; PERIDOTITE; ECLOGITE; MAGMAS; LAVAS,"There is uncertainty about whether the abundant tholeiitic lavas on Hawaii are the product of melt from peridotite or pyroxenite/ eclogite rocks(1,2). Using a parameterization of melting experiments on peridotite(3) with glass analyses from the Hawaii Scientific Deep Project 2 on Mauna Kea volcano(1), I show here that a small population of the core samples had fractionated from a peridotite-source primary magma. Most lavas, however, differentiated from magmas that were too deficient in CaO and enriched in NiO ( ref. 2) to have formed from a peridotite source. For these, experiments indicate that they were produced by the melting of garnet pyroxenite, a lithology that had formed in a second stage by reaction of peridotite with partial melts of subducted oceanic crust(2). Samples in the Hawaiian core are therefore consistent with previous suggestions that pyroxenite occurs in a host peridotite, and both contribute to melt production(2,4). Primary magma compositions vary down the drill core, and these reveal evidence for temperature variations within the underlying mantle plume. Mauna Kea magmatism is represented in other Hawaiian volcanoes, and provides a key for a general understanding of melt production in lithologically heterogeneous mantle.","Rutgers State Univ, Dept Geol Sci, Piscataway, NJ 08854 USA","Herzberg, C (reprint author), Rutgers State Univ, Dept Geol Sci, Piscataway, NJ 08854 USA.",herzberg@rci.rutgers.edu,,,,,,30,135,142,0,41,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,30-Nov,2006,444,7119,,,,,605,609,,10.1038/nature05254,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,110KK,WOS:000242377600045,17136091,No,,,11/20/17
